Image Name,Valence,Arousal,ChatGPT Description,Likert_Valence,Likert_Arousal
N091,53.994,12.065,This image shows a modern wall-mounted light fixture. The design is sleek and geometric featuring a prominent triangular shape that houses a round light source (likely LED due to its texture and diffuser). The fixture is made of solid material with a matte finish which helps to reduce glare and distribute light evenly. It appears to be an indoor lighting solution possibly intended for both decorative and functional purposes in a contemporary setting.,Neutral,Calm
N092,49.675,21.311,This image shows what appears to be a machine with a display screen and an interface with several buttons and possibly card slots. The machine is likely some type of automated kiosk or a device for ticketing access control or transaction purposes. It's encased in a light gray housing with a security barrier on one side possibly indicating it is installed in a public or restricted area. The screen card slots and buttons suggest interaction with users for processing payments tickets or access permissions.,Neutral,Calm
N093,56.704,23.687,This image shows an elegant interior view of a building likely a house. The perspective is from the top of a staircase looking down onto a landing. The staircase features a classic wooden railing with turned spindles. On the landing there is patterned wallpaper a white door and a small nook under another staircase where a decorative vase and a sculpture of a musician playing a stringed instrument are placed. Wall-mounted light fixtures provide soft illumination to the area.,Neutral,Neutral
N094,51.367,23.246,The image shows an empty modern shelving unit likely used for displaying items in a retail or office setting. The shelves are made of a light-colored material possibly wood or a wood composite and are supported by metallic frames. The background includes a part of a window and some wall space hinting that this could be in an indoor environment with natural light.,Neutral,Neutral
N095,57.445,22.96,The image shows a road sign for Sigoulès possibly indicating the entrance to the town of Sigoulès. Above the town sign there's another smaller sign indicating D15 E which might be the reference to a local road or route designation. The background displays a partly cloudy sky and some landscape including trees and presumably parts of the town in the distance.,Neutral,Calm
N096,55.886,35.069,This image shows a road sign pointing towards Landrethun les A. with a designation marker for road D 227. The background consists of tall leafless trees suggesting it might be taken in autumn or winter.,Neutral,Neutral
N097,52.912,22.261,This image shows a clear plastic container filled with various LEGO bricks. The bricks come in a wide array of colors including yellow blue green red white and gray. The LEGO pieces vary in size and shape some appearing to be standard bricks while others feature more complex shapes possibly designed for specific architectural or mechanical uses. There is a metal ruler placed below the container possibly used for size measurement or as a size reference. The background is plain emphasizing the colorful LEGO pieces in the container.,Neutral,Calm
N098,53.957,22.885,The image shows a vending machine placed in an indoor area likely a hallway or lobby. The machine is lit and filled with various snacks and beverages. On the right side of the machine there are payment options and a selection keypad which enable users to purchase items.,Neutral,Calm
N099,59.797,43.108,The image shows a staircase with light beige marble or stone steps. The stairway has alternate angular sections providing a unique geometric appearance. There are shadows cast on the steps which indicate a light source from above. This architectural detail is likely part of a modern interior design. The walls around the staircase are white enhancing the minimalist aesthetic.,Neutral,Neutral
N100,61.645,30.254,This image shows a close-up of a blue lamp base where a flexible white cable is attached to the lamp through a small hole. The base seems to be made of metal given its robust and shiny appearance. The surface on which the lamp base rests looks like a wooden desk indicating the image might be taken in an indoor setting likely an office or a home study area. There is also a glimpse of another object in the top right corner which appears to be another lighting device.,Neutral,Neutral
N101,50.112,18.488,The image shows an interior space that appears to be a commercial or office setting possibly a reception area. It features a large desk with cabinets and drawers in the foreground. There are also small free-standing wooden counters or tables near the desk. The area is well-lit with multiple light fixtures on the ceiling. In the background you can see a hallway leading to other parts of the building. There are doors on either side of the hallway and the flooring is a neutral-colored tile. Additionally there is a visible reflection in a large mirror mounted on the wall which reflects the opposite side of the room showing more of the hallway and another door. The space appears empty and devoid of people.,Neutral,Calm
N102,46.393,26.089,This image primarily shows electronic devices mounted on an exterior wall likely aimed at enhancing building security or communication capabilities. The device at the top seems to be a security or surveillance camera housed in a protective casing fixed on a mount to oversee the area. Below it attached to the chimney structure is what appears to be a weatherproof box possibly containing electrical connections or controls related to the camera system. There are visible wires connecting these elements suggesting they are parts of an integrated system. Additionally the setting indicates a cloudy overcast sky which might influence the function or need for such a setup in monitoring or recording exterior activities in varying weather conditions.,Neutral,Neutral
N104,57.932,32.797,The image shows an interior scene featuring a room with a sliding door that has frosted glass panels providing some level of privacy while still allowing light through. The door frame and the walls are light-colored likely white or a similar hue. To the right there's an additional door possibly leading to another room or a closet. Through the frosted glass door another room is partially visible which appears to be somewhat cluttered. It has a table covered with a light pink cloth and numerous items such as bottles and perhaps some kitchenware can be observed on top of it. The floor of both rooms is carpeted in a neutral color matching the general subdued tones of the setting. The space gives the impression of a lived-in area possibly a dorm room or a simple home apartment.,Neutral,Neutral
N105,61.819,25.901,The image shows a professional kitchen likely in a restaurant or other commercial setting. It features stainless steel counters several large cooking pots and a stove with multiple burners. The back wall is covered with metallic tiles and has a red and white stripe which may be decorative or serve as a visual guide. There's also a large skillet hanging from a wall-mounted rack and an industrial oven or food warmer. On the left underneath the countertop there are additional supplies and possibly a red fire extinguisher for safety. The scene is clean and well organized suggesting preparation for cooking or the end of a cooking session.,Neutral,Neutral
N106,51.211,23.401,The image shows a wall-mounted toilet with a flush button and what appears to be a handheld bidet sprayer attached to the wall next to it. The setting appears to be a bathroom indicated by the tiled floor and walls. The toilet is of a modern design.,Neutral,Neutral
N107,52.177,31.665,The image shows a bathroom that is currently undergoing remodeling or renovation. Key features visible include a white bathtub a pedestal sink and a window. The walls and ceiling are not yet finished and have large patches of joint compound (also known as drywall mud) applied which are typically used to fill seams and smooth out surfaces before painting or final finishing. The floor is also bare and some plumbing pipes are visible in the corner indicating work might still be needed on plumbing fixtures.,Neutral,Neutral
N108,60.457,13.713,The image displays a simple and cozy living room setting. It features a blue sofa adorned with turquoise and navy blue cushions. There's a white lamp with a large lampshade on the left side standing on a small white side table with a fringed cloth. To the right we can see light-colored curtains that are drawn partially revealing a window and an air conditioning unit above it. The room has a light-colored wall and light flooring possibly tile with a small dark doormat or rug visible at the bottom center of the image.,Neutral,Calm
N109,50.609,21.657,The image shows the corner of a bathroom with a shower area. In the shower there is a handheld showerhead attached to a flexible hose mounted on a wall bracket. The walls are tiled with white tiles and there appears to be a mildew or mold issue in the corner where the walls meet. Additionally part of a shower curtain with a blue striped pattern is visible on the right side of the image.,Neutral,Calm
N111,50.872,20.61,The image shows a small kitchen and dining area. Key features include: A dining table covered with a floral tablecloth accompanied by a bench and a chair. A compact kitchenette that includes a sink a cooking range and storage drawers. A refrigerator located next to the kitchenette. The walls are painted a pale yellow and have white cabinets mounted on them. There are three small windows with lace curtains. Various kitchen utensils and items are visible on the counters including a yellow sponge a bottle and possibly some cooking tools. There is a white radiator under the windows and the floor is covered with light-colored tiles.,Neutral,Calm
P001,77.82,13.285,The image features two identical photos of a baby dressed in a graduation cap and gown. The baby has a curious expression and is holding onto what appears to be a ribbon or a string. The background is plain white enhancing the focus on the baby in the academic attire. This setup is likely intended to be a cute or humorous portrayal of a very young child in traditionally adult or academic clothing.,Positive,Calm
P003,82.814,36.592,The image shows a happy baby lying down wearing a dark green beret. The baby is dressed in a comfortable-looking outfit with colorful patterns and appears to be on a soft textured surface possibly a blanket. The baby's bright expression and open mouth suggest a moment of joy or excitement.,Positive,Neutral
P004,90.464,19.615,The image features a newborn baby sleeping peacefully. The baby is wearing a yellow hat and matching mittens both adorned with what appears to be a small motif possibly a heart. The background is a simple creamy yellow enhancing the serene and tender mood of the scene. The baby's pose with arms resting under the head adds to the feeling of comfort and calm.,Positive,Calm
P005,81.301,27.56,This image features two adorable sleeping newborn babies. Each baby is wearing a soft textured onesie with a cute animal-themed hat; one in blue with little bear ears and the other in pink also with bear ears. They're lying close together on a soft yellow surface enhancing the warm nurturing feel of the picture. The babies are wearing bands with labels indicating Someone Special and Special Delivery suggesting their preciousness and uniqueness.,Positive,Neutral
P006,82.39,15.088,This image features three adorable newborn babies sleeping side by side dressed in beautiful outfits. From left to right the first baby is in a pink dress with a matching bonnet the second one is in a white dress with delicate embroidery and the third baby is dressed in a soft yellow outfit with a yellow bonnet. The babies are lying on a yellow background adding a warm soft ambiance to the image.,Positive,Calm
P007,98.292,11.452,The image shows a newborn baby sleeping peacefully. The baby is swaddled in a soft-looking pink blanket which is further enveloped in a larger yellow blanket shaped into a flower-like form. This cozy setting with its gentle colors creates a calm and nurturing atmosphere.,Positive,Calm
P008,92.302,15.109,The image depicts a happy baby sitting in a child's bike seat wearing a black safety helmet. The baby is dressed in colorful clothing that includes a bright yellow and red outfit with a design featuring a cartoonish fire truck character. The surroundings suggest a sunny day outdoors likely in a garden or yard. The baby's cheerful expression and the outdoor setting create a joyful lively scene.,Positive,Calm
P009,93.531,13.17,The image shows a newborn baby wrapped in a white blanket. The baby is wearing a light blue garment with a small floral pattern and seems to be peacefully asleep possibly making a slight smile. White mittens are on the baby's hands. The overall scene evokes a sense of calmness and new beginnings.,Positive,Calm
P010,90.259,25.653,This image features two babies styled as fairies inside a tea cup surrounded by a floral design. Both babies have what seems like fairy wings attached to their backs. One baby has flowers in its hair and they are touching foreheads in a sweet affectionate manner. The overall atmosphere of the image is whimsical and charming likely intended to evoke a sense of magic and tenderness.,Positive,Neutral
P011,92.896,32.971,The image depicts a young girl with a joyous expression. She has her hair styled in pigtails and is wearing a red turtleneck sweater. She is smiling broadly and holding up her thumb giving a thumbs-up gesture indicating happiness or approval. The background is plain focusing all attention on her cheerful demeanor.,Positive,Neutral
P012,88.264,27.812,The image shows a baby relaxing in a small bathtub filled with water. The baby appears happy and is seen pulling its ear with one hand while smiling and looking towards the left. There's a blue support behind the baby possibly a bath seat which helps keep the baby safe and upright in the water.,Positive,Neutral
P013,95.724,14.705,This image features two adorable babies lying on their stomachs on a colorful quilt. One baby on the left is dressed in a white outfit with yellow details and is looking directly at the camera with a curious expression. The other baby on the right wears a green outfit and is giving a cheeky smile to the camera. The background is a simple dark green emphasizing the subjects. Both babies appear happy and comfortable in the cozy setting.,Positive,Calm
P014,95.341,20.78,This image shows two adults and a baby enjoying pool time together. The man and woman are wearing swim caps and are smiling at the baby who is standing in a blue inflatable toy that looks like it might be designed to help the child float. They seem to be having a fun family moment in a swimming pool.,Positive,Calm
P015,79.398,20.647,This image shows two young children sitting in a bathtub. The child on the left has curly hair and appears to be slightly older while the child on the right who looks younger is bald and is sitting in a blue inflatable bath ring. There are toys visible in the bath ring including a red block and what looks like a yellow rubber duck. The background shows tiled walls with a decorative green window.,Positive,Calm
P017,88.431,29.739,The image shows a baby drinking from a bottle. The baby has large eyes and is wearing a denim dungaree. In the background there appears to be a toy train visible on the table. The image has a soft-focused and vibrant setting emphasizing the baby's face and the activity of drinking.,Positive,Neutral
P018,87.821,23.29,The image shows a baby wrapped in a soft blue towel. The baby appears to be smiling and looking up possibly at someone or something not visible in the photograph. The lighting is soft enhancing the cozy and warm atmosphere of the scene.,Positive,Neutral
P020,92.263,12.027,This image shows a young girl reading a book on a bed. She is surrounded by four teddy bears which seem to be listening as she reads. The setting has a cozy and warm ambiance highlighted by what appears to be sunlight filtering through a curtain. The bed she's on features an ornate metal frame contributing to a quaint and charming aesthetic.,Positive,Calm
P021,83.162,9.67,The image features a young child dressed as an angel complete with large white wings and a pink floral outfit. The child is surrounded by a dreamy soft-focus background dominated by pink flowers adding to the ethereal and whimsical feel of the image. The child appears content and is posing with hands near the face enhancing the innocent and adorable qualities of the scene. The overall aesthetics suggest a fantasy or magical theme.,Positive,Calm
P022,90.833,24.441,The image shows a joyful toddler with a big smile sitting on a blue upholstered sofa with ornate wooden edges. The child is holding what appears to be a blue pen or crayon in one hand pointing it upwards while the other hand is raised in a playful gesture. There is a pillow and some clutter in the background indicating it might be a living room or a family area. The toddler is dressed in a dark sweater with a small emblem on the chest.,Positive,Neutral
P023,88.224,23.227,The image shows a young child possibly a baby or toddler partially covered with tissue paper. The child has blue eyes and is looking directly at the camera with a neutral expression. There's a playful aspect to the way the tissue paper is draped suggesting the child might have been playing with it. The background is soft and light-colored providing a clean gentle ambiance to the photo.,Positive,Neutral
P024,90.101,21.514,This image shows a young girl with curly blonde hair smiling at the camera. She’s wearing a leopard print jacket and is seated on a carpeted floor inside a room that appears to be a classroom or office as indicated by the metal filing cabinets and labels in the background. She is holding what looks like several colorful paper cutouts in the shapes of fish.,Positive,Calm
P025,92.759,18.212,This image shows a happy baby dressed in a denim dress and a matching blue hat decorated with flowers. The baby is seated possibly in a basket or a chair in front of a gray backdrop. The outfit is completed with a light scarf tied around the neck. The baby has a bright engaging smile.,Positive,Calm
P026,96.371,11.431,The image shows a young toddler with light blue eyes and light brown hair accented with a small yellow hair clip. The child is wearing a blue sleeveless dress and is looking directly at the camera with a subtle smile. The background is blurred emphasizing the toddler in the foreground.,Positive,Calm
P027,72.182,36.005,The image shows a young child in a formal dress that appears to be set up for a portrait. The child is wearing a dark red velvet top with short sleeves and a white tulle skirt adorned with pink floral embellishments and gray leaf designs. A matching bow accents her hair. She's standing in front of a textured backdrop with a teal and black design possibly meant to simulate a vintage aesthetic. Next to her on the left side of the frame there's a hint of an antique-style black trunk with metallic detailing contributing to the classic feel of the portrait.,Positive,Neutral
P028,93.05,16.782,This image shows a family portrait with three people. There is a baby in the foreground crawling towards the camera with a playful expression. Behind the baby a woman and a man are sitting; the woman is smiling broadly and the man is looking at the camera with a softer smile. They all appear Calm and happy posed against a white backdrop. The overall ambiance of the photo is cheerful and affectionate.,Positive,Calm
P029,83.309,28.096,The image shows three children sitting at a table. Two boys and one girl appear to be looking at the camera and smiling. The setting appears to be a public or community hall with other people possibly at some kind of social gathering or event. There are decorations and items on the table that suggest a festive or communal meal occasion.,Positive,Neutral
P030,96.817,13.83,The image shows two young children on a white background. The older child a boy has short dark hair and is wearing a white shirt with jeans. He is smiling and has his arm around a younger child a baby girl. The baby girl has light hair and is dressed in a white dress. They both appear Calm and happy.,Positive,Calm
P031,93.076,24.758,This image shows a close-up of a cheerful baby with a slight smile big round eyes and wearing a dark-colored dress with a necklace. There is a bit of a blue floral pattern that might be part of a person holding the baby visible at the edge of the photo but mainly out of focus. The background is slightly blurred emphasizing the baby in the foreground.,Positive,Neutral
P033,96.202,15.369,The image depicts a woman with her hair in a ponytail smiling at the camera while holding a baby. The woman has brown hair tied back and is wearing a light brown or taupe top. The baby who appears to be quite young is dressed in a white outfit and is resting comfortably against the woman. In the background slightly out of focus there is a man looking towards the woman and the baby suggesting a casual perhaps familial or social gathering.,Positive,Calm
P034,76.384,31.092,This image shows a young child sitting at a piano. The child is facing a music stand displaying open sheets of music. The piano appears to be a grand piano indicated by its size and shape visible in the image. The child is wearing a white dress and has a small hair clip in their hair. The ambient lighting emphasizes both the child and the music sheets creating a focused and serene scene potentially during a practice or before a performance.,Positive,Neutral
P035,97.231,21.848,The image shows three babies sitting together. The baby on the left is reaching for a colorful toy held by the baby in the middle who is looking at it attentively. The baby on the right seems to be playfully touching the head of the middle baby. They are all wearing white diapers and sitting against a plain background. There are a few toys around them adding to this playful and cute scene.,Positive,Calm
P036,94.105,6.599,This image features a newborn baby peacefully sleeping inside a large shell. The shell is lined with a soft white fabric creating a comfortable nest. Next to the shell there are decorative elements such as a starfish and a string of pearls enhancing the marine-themed setup. The background has a soft pink hue contributing to a gentle and serene atmosphere.,Positive,Calm
P037,92.144,27.53,This image features a happy baby dressed up in a vibrant purple and yellow flower costume. The costume makes the baby appear as if it is the center of a flower with petals surrounding its face. The baby is seated among green lily pads on water and there is a small green frog visible in the background enhancing the outdoor natural theme of the photograph. The baby looks cheerful and is smiling.,Positive,Neutral
P038,92.92,8.622,The image shows a toddler crouching on a sandy beach intently focused on something in the sand. The child is wearing a striped swim diaper and seems to be enjoying a warm sunny day at the beach. The sunlight highlights the wet sandy textures and the glistening skin of the child suggesting outdoor play and exploration. There's a tranquil atmosphere as the background is soft and blurred emphasizing the child's activity.,Positive,Calm
P039,95.628,16.867,This image shows a tender moment between a mother and her baby. The mother wearing a white top is lying down and gently holding her baby's hands. The baby who appears to be very young and is not wearing any clothes is looking up at her. The background is bright and softly lit adding to the warmth and peacefulness of the scene.,Positive,Calm
P040,87.686,25.378,The image shows a young child likely a toddler sitting between what appears to be the legs of an adult probably a parent. The child is dressed in blue denim overalls with a tag saying Tough Enough to Wear Pink” indicating a connection to a campaign or a cause. The toddler has a serious expression and is looking to the side showing curiosity or distraction by something off-camera. The setting appears casual possibly outdoors indicated by the soft natural lighting.,Positive,Neutral
P041,94.457,12.363,The image shows a cheerful smiling baby lying on a multi-colored blanket. The baby is wearing a light-colored outfit with a cute design on the front. The background is softly blurred emphasizing the baby's joyful expression.,Positive,Calm
P042,91.12,20.862,The image shows a baby sitting amid a large number of pink peonies. The baby is wearing a flower hat similar in appearance to the surrounding peonies and has what look like soft translucent pink wings adding a whimsical angelic touch to the scene. The baby appears curious and is sucking on its finger. The overall effect is very charming and picturesque often used in photography to create a soft innocent aesthetic.,Positive,Calm
P043,95.163,29.304,The image shows a happy baby laying down smiling broadly at the camera. The baby is dressed in a light blue outfit and is surrounded by pillows or cushions in shades of soft blue and beige. The joyful expression highlighted by the baby's wide-open mouth and bright eyes creates a very cheerful and endearing scene.,Positive,Neutral
P044,89.508,15.41,The image depicts a breathtaking mountain landscape possibly during sunrise or sunset given the soft pink hues in the sky. The mountains are covered in snow and the ridges are sharply defined suggesting a very rugged and steep terrain. The scene is tranquil and untouched capturing the majestic and serene beauty of a high mountain range. This might be a scene from a significant mountain range like the Himalayas the Alps or the Rockies known for their dramatic and picturesque peaks.,Positive,Calm
P045,97.787,21.098,The image depicts a stunning glacial landscape illuminated by golden sunlight. In the foreground you can see a vast expanse of rugged icy terrain which appears to be a glacier highlighted by the warm hues of the setting or rising sun. This textured ice field stretches towards a tranquil body of water in the midground. Beyond the water partially shrouded in mist are towering mountains with their peaks gently highlighted by the sun's glow. The scene is serene and majestic characterized by its dramatic natural beauty and the interplay of light and shadow.,Positive,Calm
P046,95.266,12.081,The image shows a pristine icy landscape likely in a polar region such as Antarctica. There are two penguins featured prominently in the foreground navigating the snow-covered terrain. In the background large ice formations and icebergs with sharp edges and flat tops dominate the scene highlighting the cold and harsh environment typical of polar climates. The ice also has a clear blue tint in some areas indicating denser ice. This setting is a natural habitat for penguins providing them with the necessary conditions to thrive.,Positive,Calm
P047,83.05,13.26,This image shows vibrant red maple leaves likely from a Japanese maple tree against a softly blurred background where hints of yellow foliage are also visible. The bright autumn colors are highlighted by sunlight filtering through the leaves showcasing the natural beauty and seasonal change typical of fall.,Positive,Calm
P048,90.806,9.24,The image shows a collection of vibrant multicolored leaves predominantly in shades of red orange and yellow. These leaves appear to be from deciduous trees and are typical of what one might see in the autumn season when leaves change colors before falling. The range of colors from deep red to bright yellow suggests these are likely maple leaves or a similar species.,Positive,Calm
P049,85.885,20.865,This image features vibrant autumn foliage with a striking contrast of colors. There are trees with bright red leaves in the foreground possibly a type of maple amidst others with golden yellow leaves. The background appears slightly blurred emphasizing the vivid colors and patterns of the leaves closer to the viewer. This setting captures the essence of fall with its rich warm colors.,Positive,Calm
P050,91.266,57.636,This image depicts a person sitting on a rock ledge beside a tent enjoying a panoramic view of a vast landscape. The landscape features densely forested terrain that stretches towards a range of mountains under a clear blue sky. The person appears Calm and content possibly enjoying a moment of solitude or a break during a camping trip. The setting suggests a perfect spot for nature enthusiasts who appreciate scenic views and outdoor activities.,Positive,Stimulated
P053,95.41,34.691,The image shows a stunning geological feature a large rock formation standing prominently in a desert landscape. The rock is characterized by its vertical striations and a rich reddish-brown color which suggests it might be formed from layers of sandstone or a similar sedimentary rock. It is bathed in warm sunlight highlighting its rugged texture and towering presence. The clear sky and the shadows suggest it is either early morning or late afternoon. This scene is typical of desert regions possibly in the American Southwest a known area for such dramatic natural formations. Surrounding the main rock are smaller formations and flat arid ground with sparse vegetation common in desert environments.,Positive,Neutral
P054,91.816,18.84,The image shows a breathtaking view of a majestic granite rock formation which appears to be Half Dome or El Capitan in Yosemite National Park illuminated by the warm glow of a sunset. The summit of the rock is bathed in a brilliant red-orange light contrasting sharply with the cooler shadowed areas of the cliff face and the surrounding landscape. In the foreground a river gently flows across the scene lined with trees and scattered rocks. This landscape is typical of Yosemite known for its stunning natural beauty and dramatic geological features.,Positive,Calm
P056,90.013,13.548,The image depicts a serene winter landscape featuring a partially frozen river meandering through a forest. The trees heavily laden with snow line the riverbanks contributing to a picturesque and peaceful scene. The setting has a calm and chilly appearance suggesting a quiet perhaps dawn or dusk in a remote or wilderness area during the winter season. The snow and ice suggest it is deeply cold adding to the silent beauty of the natural environment.,Positive,Calm
P057,91.557,14.456,The image displays a serene winter landscape under a glowing sunlight. It features a snowy terrain punctuated by snow-covered coniferous trees likely pines or spruces casting long shadows across the undisturbed snow. The sunlight suggests either early morning or late afternoon enhancing the tranquil and cold atmosphere with a warm light. In the background there appears to be a horizon line suggesting a distant view possibly a frozen lake or a low valley obscured by the atmospheric perspective.,Positive,Calm
P058,89.22,25.122,This image shows a charming winter scene featuring a traditional gazebo covered in snow. The gazebo is adorned with festive decorations including green wreaths with red bows on its railings and a large brightly lit Christmas tree centered inside. The setting appears to be during dusk or dawn given the soft pink hues in the sky highlighting the serene and wintry atmosphere. Surrounding the gazeobe are trees and a smooth expanse of snow enhancing the picturesque and tranquil ambiance.,Positive,Neutral
P060,93.297,15.853,The image features a reindeer in a natural grassy setting backlit by sunlight. The reindeer has a noticeable thick coat and large intricate antlers. In the background a shadowy green mountainside contrasts with the well-lit foreground. The scene captures the beauty and tranquility of a natural wildlife habitat.,Positive,Calm
P061,90.642,20.871,This image features a beautiful autumn scene with red maple leaves in the foreground emphasized by their vivid color against a soft glowing background. The background appears to showcase a misty body of water possibly a lake or river bathed in the warm light of the sun possibly during sunrise or sunset. The lighting adds a serene almost ethereal quality to the scene evoking the peaceful crisp cooler days of the fall season.,Positive,Calm
P062,90.844,18.273,This image shows two children playing in a field of grass dotted with yellow flowers. The child on the left has long dark hair and is wearing a white tank top while the child on the right has shorter hair and is wearing a blue tank top with a colorful pattern. Both seem to be engaged in exploring or playing together in the sunny natural setting.,Positive,Calm
P063,94.089,12.591,This image shows a serene and picturesque river canyon. The water is calm and reflective mirroring the high steep rock walls of the canyon. The sky is clear and the lighting suggests it may be early morning or late afternoon which emphasizes the natural beauty of the landscape. Both sides of the river feature rugged terrain and there are some green vegetation patches near the water potentially indicating a riparian habitat. This landscape is typical of arid or semi-arid regions and evokes a sense of tranquility and isolation.,Positive,Calm
P064,93.784,12.966,This image shows a beautiful natural landscape consisting of a calm lake with a clear reflection of the surrounding scenery. The lake is bordered by a lush forest with trees showcasing various shades of green and golden autumn colors. Behind the forest rolling hills or low mountains rise under a bright blue sky with few clouds. The overall scene is serene and picturesque perfect for illustrating the tranquility and beauty of natural environments.,Positive,Calm
P065,89.822,43.095,The image displays a serene sunlit jungle scene centered around a tranquil river or stream. Sunlight filters through the dense canopy above creating a soft misty effect as it interacts with the moisture in the air. The lush green vegetation bursting with various shades and textures dominates the scene and reflects in the calm waters. A piece of driftwood floats near the foreground of the water adding a natural element to the aquatic landscape. This scene captures the tranquil and pristine essence often found in such untouched natural environments.,Positive,Neutral
P066,93.019,9.359,This image features a young German Shepherd puppy in a field of vibrant pink and yellow flowers. The puppy is positioned close-up and appears to be enjoying the sunlight with its eyes gently closed. In the background there's a view of a beach and the ocean under a clear blue sky. The setting is peaceful and serene perfect for the puppy to relax and enjoy the environment.,Positive,Calm
P067,98.737,12.199,This image features a serene autumn landscape. A calm lake reflects the vibrant colors of the surrounding trees which are in shades of orange red yellow and green. The trees line rolling hills creating a picturesque and tranquil setting that captures the essence of the fall season. The clear blue sky and the mirrored image on the water's surface add to the peacefulness of the scene.,Positive,Calm
P069,88.824,14.139,The image features a rural landscape with a picturesque setting. In the foreground there's a small village composed of several simple single-story houses with adobe walls and thatched roofs. The structures are surrounded by low stone walls. In the background the scene is dominated by two impressive snow-capped mountains under a clear blue sky giving the place a serene and majestic backdrop. The environment appears arid and is likely at a high altitude considering the snow on the peaks and the sparse vegetation.,Positive,Calm
P070,97.704,35.825,The image shows a captivating natural landscape featuring a towering waterfall cascading down a steep cliff. Surrounding the waterfall are rugged mountainous terrains covered in patches of green vegetation. In the foreground lush green trees add a vibrant contrast to the dominating gray and rocky cliffs. The sky is partly cloudy allowing sunlight to illuminate parts of the cliff face and the mist generated by the waterfall enhancing the overall dramatic and beautiful scene.,Positive,Neutral
P071,96.074,14.652,This image depicts a serene mountain landscape during sunrise or sunset. The mountain covered partially in snow is brightly lit by the sunlight hitting its peak which casts a warm golden glow on the upper part against a predominantly darker rock face. Below the mountain there is a calm lake or pond reflecting the mountain perfectly creating a stunning symmetrical image. The sky is almost clear with only a few wisps of clouds adding to the tranquil and majestic scene. The foreground of the image features some grass and small vegetation near the water's edge.,Positive,Calm
P072,92.978,19.134,This image shows a beautiful tropical beach scene. It features a clear blue sky with a few clouds pristine white sandy shores and crystal clear turquoise waters. On the right side of the image there are structures that appear to be part of a beachfront resort or similar establishment. In the distance a small island or landmass can be seen on the horizon. The setting is serene and suggests an ideal location for relaxation and vacationing at a beach destination.,Positive,Calm
P073,87.326,26.768,This image shows a baby seal likely a harp seal pup resting in the snow. The seal appears to be peeking through a hole or a gap in the snow with its adorable face and furry body visible. The pup's face displays distinctive features such as large dark eyes and a spotty pattern on its head characteristic of young seals. The snowy environment suggests it is in a cold natural habitat typical for seals.,Positive,Neutral
P074,89.89,29.608,The image shows three adorable kittens cuddling together on a patterned fabric. They are very young with their eyes still mostly closed and soft fluffy white coats. Two of the kittens have patches of gray near their ears and eyes while the third is predominantly white. The setting seems cozy and warm suggestive of a peaceful nap time environment.,Positive,Neutral
P075,73.21,28.963,The image shows a young Killdeer chick lying on a blue textured surface. The chick has distinct plumage patterns with brown and white stripes on its body which are typical characteristics used for camouflage in their natural habitat. Its small eyes and short beak are also visible traits indicative of its very young age. Killdeer chicks are precocial meaning they are relatively mature and mobile from the moment of hatching.,Positive,Neutral
P076,90.556,22.638,This image shows a large Saint Bernard dog lying comfortably on a rug surrounded by four cats. The cats include one black and white cat two black kittens and one Siamese cat. The setting seems cozy and domestic suggesting the animals are quite familiar and comfortable with each other. The patterned rug and the presence of a toy near the dog add to the homely feel of the scene.,Positive,Calm
P077,93.077,26.78,The image shows a group of six adorable gray kittens sitting together on a bed. The bed has a pink and light-colored quilt and there are a couple of pillows in the background. Each kitten has fluffy fur and their eyes are attentively looking towards the viewer giving them a curious and innocent appearance.,Positive,Neutral
P078,86.108,28.497,This image shows a group of Dalmatian puppies cuddled together while sleeping. They are covered in distinctive black spots typical of their breed. The background is modest and features a pattern of paint splatters blending well with the spots on the puppies. The scene is very peaceful and adorable.,Positive,Neutral
P079,95.167,8.46,The image depicts a baby harp seal lying on snowy ground. The seal pup has a fluffy white coat which is typical for newborn harp seals as it provides camouflage in the Arctic ice. It has dark expressive eyes and a small dark nose. The background is a pure white snow-covered landscape emphasizing the cold environment in which these seals live.,Positive,Calm
P080,94.328,11.623,The image shows two polar bear cubs playing together in a snowy environment. They appear to be nestled inside what might be a den and one cub appears to be climbing on or over the other suggesting playful behavior. The scene captures a moment of natural wildlife behavior in a snowy icy setting typical of polar bear habitats.,Positive,Calm
P081,85.388,26.408,This image features a young fox sitting on the ground near some foliage. The fox appears to be sniffing a white daisy. The surrounding environment suggests a natural outdoor setting with visible green leaves and additional white daisies. The image captures a charming and peaceful moment in nature.,Positive,Neutral
P082,88.798,7.656,This image shows a fawn (a young deer) lying in a grassy field surrounded by white daisy-like flowers. The fawn has a coat peppered with white spots which helps with camouflage in natural settings like this. The setting is lush and green indicating it might be spring or summer. The fawn appears calm and well-camouflaged among the flowers and greenery.,Positive,Calm
P083,78.075,35.561,This image features a serval with its cub. The adult serval identifiable by its large ears and distinctive spotted and striped coat is looking directly at the camera with a peaceful yet alert expression. Behind it the serval cub showing similar coat patterns is nestled against the adult likely indicating a moment of rest or bonding. They are both on a bed of straw which suggests that they might be in a captive environment such as a zoo or a wildlife sanctuary.,Positive,Neutral
P084,93.21,12.189,This image features a serene natural landscape that includes a reflective lake lush trees and majestic mountains in the background. The scenery could be part of a national park or a similar natural area designed to preserve the beauty of such landscapes. The reflection on the water adds a sense of calm and symmetry to the scene.,Positive,Calm
